TIMESTAMP	BWDOWNLOAD	BWUPLOAD	LACCID
636	11.345321655273438	3.4049780785615726	40031/1281
639	6.664560317993164	3.359600305557251	40031/1282
653	11.824029922485352	2.799032688140869	40031/1280
655	17.574934005737305	3.635216474533081	40031/1280
657	10.634593963623047	3.6262435913085938	40031/1280
659	11.181892395019531	3.358759641647339	40031/1280
662	12.03917407989502	4.055298328399658	40031/1280
664	12.921004295349121	3.135096549987793	40031/1280
666	18.606422424316406	3.4751522541046143	40031/1280
669	14.910913467407227	2.9066877365112305	40031/1280
671	11.892378807067871	2.7518131732940674	40031/1280
673	14.973124504089355	1.9129850864410398	40031/1280
676	17.36413408688208	3.0936183333114564	40031/1280
678	17.36413408688208	2.4295763969421387	40031/1280
678	17.36413408688208	3.191706657409668	40031/1280
679	16.99056237487502	3.0835554599761963	40031/1280
680	16.99056237487502	3.322502613067627	40031/1280
681	16.99056237487502	1.7663872241973877	40031/1280
681	16.99056237487502	3.134229898452759	40031/1280
683	15.870162010192873	2.0126969814300537	40031/1280
686	16.41766357421875	3.1022849082946777	40031/1280
690	32.8363151550293	3.550166368484497	40031/1280
694	13.664899826049805	3.667199611663819	40031/1280
697	19.752391815185547	2.0126686096191406	40031/1280
701	13.071802668986795	3.151951453331528	40031/1280
709	20.00777816772461	3.0403828620910645	40031/1280
713	15.417470932006834	3.2981112003326416	40031/1280
717	20.94096565246582	3.4659714698791504	40031/1280
719	20.75263786315918	3.0360031127929688	40031/1280
721	15.196207046508787	2.6606130599975586	40031/1280
723	17.266361236572266	3.2824676036834717	40031/1280
728	14.819085121154785	3.066756248474121	40031/1280
729	9.183141708374023	3.2216532230377197	40031/1280
732	7.8544979095458975	3.508452892303467	40031/1280
734	18.127817153930664	3.3381869792938232	40031/1280
736	8.60855484008789	2.9733612537384033	40031/1280
741	6.695557117462158	1.7362158298492432	40031/1280
747	6.228204250335693	2.041248083114624	40031/1280
758	4.105834007263184	3.2145488262176514	40031/1280
760	10.411338806152344	3.5501437187194824	40031/1280
763	8.926590919494629	3.2914414405822754	40031/1280
774	6.783712863922119	2.0795998573303223	40031/1280
776	11.561413764953613	3.45397686958313	40031/1280
779	6.923076629638672	3.511029005050659	40031/1280
781	9.108272552490234	1.9601984024047854	40031/1280
793	7.47635555267334	1.8285038471221924	40031/1280
795	10.922908782958984	1.6024575233459473	40031/1280
799	14.02614688873291	2.5512607097625732	40031/1280
802	11.59402084350586	3.508543014526367	40031/1280
804	12.957172393798828	2.110762119293213	40031/1280
808	7.58638620376587	2.184152603149414	40031/1280
809	7.58638620376587	3.0714170932769775	40031/1280
809	7.58638620376587	3.2002615928649902	40031/1280
810	7.58638620376587	2.3964433670043945	40031/1280
811	7.58638620376587	2.3234992027282715	40031/1280
812	7.58638620376587	2.2079834938049316	40031/1280
817	7.58638620376587	2.449619770050049	40031/1280
820	12.701181411743164	1.9262875318527222	40031/1280
824	15.061635971069338	1.8139444589614866	40031/1280
828	7.783452510833739	3.098475217819214	40031/1280
832	14.292830467224121	1.8002506494522097	40031/1280
836	9.198566436767578	1.6314539909362793	40031/1280
845	12.568087577819824	1.6820160150527954	40031/1280
849	9.633996963500977	2.3737969398498535	40031/1280
853	15.37788200378418	3.2480926513671875	40031/1280
856	13.204588890075684	2.5773813724517822	40031/1280
862	13.469359397888184	1.593358039855957	40031/1280
869	8.093622207641602	2.8520052433013916	40031/1280
871	8.49966812133789	2.2196319103240967	40031/1280
873	15.502579689025879	3.3451311588287354	40031/1280
876	8.120309829711914	3.3028721809387207	40031/1280
880	8.180209159851074	2.0078611373901367	40031/1280
885	5.941804885864258	3.160947322845459	40031/1280
895	6.99112606048584	2.2232608795166016	40031/1280
897	8.456452369689941	2.1919667720794678	40031/1280
899	9.353158950805664	3.3078150749206543	40031/1280
911	6.184103965759277	3.2593159675598145	40031/1280
913	10.37446403503418	3.7785301208496094	40031/1280
915	7.650324821472168	2.663074493408203	40031/1280
918	15.68325710296631	2.237400770187378	40031/1280
921	7.446749687194825	3.3471086025238037	40031/1280
923	10.433210372924805	2.1668577194213867	40031/1280
925	14.527426719665527	2.4229369163513184	40031/1280
928	13.480157852172852	3.1309752464294434	40031/1280
932	16.15018653869629	1.763310194015503	40031/1280
934	12.407503128051758	2.159522294998169	40031/1280
937	14.7602596282959	3.153140068054199	40031/1280
938	14.7602596282959	3.2261836528778076	40031/1280
939	14.7602596282959	2.42844295501709	40031/1280
940	14.7602596282959	2.3202435970306396	40031/1280
941	14.7602596282959	2.3034188747406006	40031/1280
942	14.7602596282959	2.3146519660949707	40031/1280
943	14.7602596282959	2.14754581451416	40031/1280
945	8.608389854431152	2.2644457817077637	40031/1280
948	11.239486694335938	3.0762856006622314	40031/1280
953	15.491683959960938	3.4105143547058105	40031/1280
957	8.288175582885742	3.29483699798584	40031/1280
960	13.7446870803833	2.2975215911865234	40031/1280
964	9.422621726989746	3.088895082473755	40031/1280
972	10.735433578491211	1.9284801483154297	40031/1280
975	10.667314529418945	3.079328775405884	40031/1280
979	16.79006576538086	2.8121390342712402	40031/1280
982	20.43342399597168	2.0160863399505615	40031/1280
984	13.504579544067383	2.773080348968506	40031/1280
987	9.916428565979004	1.7398509979248047	40031/1280
992	9.771011352539062	2.5059947967529297	40031/1280
995	5.278657913208008	3.254983901977539	40031/1280
1002	6.932241916656494	2.6414475440979004	40031/1280
1005	7.012938499450684	2.1587657928466797	40031/1280
1010	6.6329216957092285	2.2143173217773438	40031/1280
1015	6.900406360626221	3.3498594760894775	40031/1280
1025	7.606039047241211	2.421323299407959	40031/1280
1027	8.478784561157227	2.0161032676696777	40031/1280
1029	7.723708629608154	3.053602457046509	40031/61442
1040	11.90185832977295	3.358432141367732	40031/61442
1042	15.370643615722656	3.568983793258667	40031/61442
1044	7.541665077209473	3.463205084743138	40031/61442
1047	10.225593566894531	3.3849320518731987	40031/61442
1049	11.846601486206055	3.7969865798950195	40031/61442
1051	7.398173809051514	3.6552650928497314	40031/61442
1053	18.4443416595459	3.465714454650879	40031/61442
1056	11.482091903686523	3.5586047172546387	40031/61442
1059	14.188362121582031	2.4569945335388184	40031/61442
1061	15.629348754882812	3.068467855453491	40031/61442
1063	12.833040237426758	3.467134952545166	40031/61442
1064	12.833040237426758	3.601310968399048	40031/61442
1065	12.833040237426758	2.001432180404663	40031/61442
1066	12.833040237426758	1.8393007516860962	40031/61442
1066	12.833040237426758	3.084139108657837	40031/61442
1067	12.833040237426758	3.4088597297668457	40031/61442
1068	12.833040237426758	3.473803997039795	40031/61442
1069	13.275941848754883	3.5483040809631348	40031/61442
1072	10.325969696044922	3.467339277267456	40031/61442
1077	14.763516426086426	1.9895133972167969	40031/61442
1081	9.50174617767334	3.344984531402588	40031/61442
1084	23.408191680908203	3.1878390312194824	40031/61952
1088	14.63542734733061	3.7517392739239384	40031/61952
1095	16.834819793701172	3.434037446975708	40031/61952
1099	12.956751823425293	3.598548412322998	40031/61952
1103	13.808679580688475	3.429288148880005	40031/61952
1106	17.39780044555664	3.5466575622558594	40031/61952
1109	13.646605491638184	1.8743146657943728	40031/61952
1111	14.153882980346678	2.2737877368927	40031/61952
1115	8.463152885437012	3.0637125968933105	40031/61952
1117	13.538307189941406	1.8951172828674316	40031/61952
1120	7.396282196044922	3.2431457042694096	40031/61952
1122	13.390513420104982	3.210331439971924	40031/61952
1125	8.823492050170898	3.1972901821136475	40031/61952
1129	7.676469802856445	2.7023658752441406	40031/61952
1136	9.277839660644531	2.0182974338531494	40031/61952
1144	7.508542537689209	3.1139256954193115	40031/61952
1147	7.827802658081055	2.2042665481567383	40031/61952
1149	12.032505989074707	2.2213661670684814	40031/61952
1161	8.536916732788086	2.660247802734375	40031/61952
1163	10.70813274383545	2.340242385864258	40031/61952
1166	8.06978988647461	3.1425874233245854	40031/61952
1168	9.4861478805542	2.1062467098236084	40031/61952
1171	7.3424973487854	3.444505214691162	40031/61952
1173	7.439803123474121	3.426401138305664	40031/61952
1176	14.027091026306152	2.928417444229126	40031/61952
1179	9.119890213012695	3.15394926071167	40031/61952
1183	12.639495849609375	2.193373441696167	40031/61952
1184	14.242055892944334	3.134737730026245	40031/61952
1187	10.198125839233398	3.1351327896118164	40031/61952
1188	10.198125839233398	2.087026596069336	40031/61952
1189	10.198125839233398	2.1225147247314453	40031/61952
1190	10.198125839233398	2.089110851287842	40031/61952
1192	10.198125839233398	2.332576274871826	40031/61952
1193	10.198125839233398	3.5267772674560542	40031/61952
1194	10.198125839233398	2.076784133911133	40031/61952
1196	13.012303352355957	1.825473666191101	40031/61952
