TIMESTAMP	BWDOWNLOAD	BWUPLOAD
0	13.243321953854998	1.9380391309570681
5	15.580509630856845	3.1836204232028122
8	10.496492385864258	3.4145708084106445
14	12.450593966201358	3.8164444155093666
18	15.041031990545333	4.164871634269882
22	10.62344833592497	2.791356118466928
27	15.174860364455142	3.1183769845075267
30	13.27495002746582	2.9446146488189697
38	10.02181816895497	3.7142073241092284
43	13.855963706970215	3.5398396510210897
47	28.053682327270508	3.7807304859161377
51	14.589653968811035	3.379788637161255
55	30.068788528442383	1.8587690591812134
69	14.393374786416905	3.382079071057256
72	13.098236083984375	3.26950740814209
89	16.8006230529595	3.5593700408935547
91	21.469955444335938	3.6531505584716797
93	13.353381156921387	3.846842288970947
95	22.620576858520508	3.0639421939849854
97	11.933836936950684	2.7164158821105957
101	10.963862419128418	3.585601329803467
123	17.670780181884766	3.6308066844940186
132	12.036045561244668	3.4324062245265536
136	8.493367195129395	2.536691904067993
138	10.929272651672363	3.1868300437927246
143	11.709680557250977	3.4529037475585938
145	13.87640380859375	3.3907575607299805
148	16.858243942260742	3.596083879470825
151	12.74421215057373	2.2685132026672363
153	18.202896118164062	3.047642230987549
286	14.550437927246094	3.514169931411743
288	14.836638450622559	2.5132408603276266
290	8.268306732177734	2.804368495941162
292	10.729913711547852	3.167048454284668
295	9.005764961242676	2.2963058327005768
297	12.502178192138672	3.261584758758545
299	18.433744430541992	3.5293726921081543
302	11.854034423828125	3.3633179664611816
304	14.396088600158691	3.833024024963379
306	25.865245819091797	2.916542121785938
308	14.396440505981444	3.418199062347412
312	17.92440859583605	3.1614553928375244
314	15.488470077514648	3.755800247192383
317	16.942209243774414	3.6847684383392334
320	22.760690689086914	2.8707704544067383
324	18.696630477905273	3.7805699070400998
328	17.876522064208984	2.8984053134918213
342	14.925460316900788	3.6097362833176767
346	12.098382949829102	3.050489902496338
350	14.798959732055664	3.5084586143493652
352	13.354151725769043	3.530594348907471
354	24.873985290527344	3.7515833377838135
356	17.686431884765625	3.005074262619018
361	16.974021911621094	2.7560911178588867
362	20.08980369567871	2.196932554244995
364	10.255069732666016	2.7805397510528564
366	18.159822463989258	3.4567630290985107
368	9.700417518615723	2.9493296146392822
373	10.902048110961914	3.7024374479298556
379	8.964794158935547	3.771425485610962
388	10.269444465637207	3.7246727943420415
391	7.801834161706266	3.7593985450079237
402	13.365493774414062	2.1435606479644775
404	12.323596954345703	2.6588659286499023
406	12.743929862976074	3.315359592437744
409	12.456995010375977	2.8823206424713135
410	14.036957740783691	3.3569739941848615
412	16.512008666992188	3.2952487468719482
415	12.588125228881836	2.8974437713623047
418	10.612104415893555	3.3948159217834473
420	15.396140098571776	2.7934165000915527
425	18.718645095825195	1.9436619281768799
427	15.696109771728516	3.2995760440826416
430	12.528411865234375	2.7538909912109375
433	20.23004722595215	3.179619789123535
437	16.874637603759766	2.9527976512908936
440	29.400550842285156	2.2738332748413086
451	22.1158390045166	3.680406093597412
455	9.332971572875977	3.6715917587280273
459	12.618151664733887	3.6091151237487793
461	15.934788703918455	3.58262300491333
464	15.037288665771484	3.0863876342773438
466	15.066717147827147	3.355262041091919
470	9.194432258605957	2.8424808979034424
472	11.9188871383667	1.9002881050109863
474	7.755557060241699	3.2551534175872803
476	19.447189331054688	3.54063081741333
479	10.645700454711914	2.7895851135253906
483	8.99872875213623	1.512862205505371
489	6.136201858520508	1.6404513120651245
498	6.6665496826171875	3.059124708175659
500	9.70927619934082	1.9540646076202393
535	11.27618408203125	3.021116018295288
536	12.004526138305664	2.3412601947784424
539	10.381125450134277	2.6448285579681396
541	10.007074356079102	2.4907050132751465
544	13.310816764831543	3.4526865482330322
546	12.037796020507812	2.165905714035034
548	17.26657485961914	1.7608407735824585
551	15.441433906555176	2.48713755607605
553	12.212650299072266	3.1651079654693604
555	18.09658432006836	3.0700323581695557
558	19.848968505859375	1.9878857135772705
563	15.25069236755371	3.362553834915161
566	19.74203109741211	2.78558087348938
571	15.85372543334961	2.7398324012756348
575	8.521221160888672	3.372257947921753
578	15.372780799865723	3.2898364067077637
582	10.726280212402344	3.546156406402588
590	27.029600143432617	3.1173670291900635
594	10.419490814208984	3.4110703468322754
597	16.51361846923828	3.5338268280029297
600	12.055665016174316	3.6140825748443604
603	14.902581214904783	3.3946311473846436
604	19.731643676757812	3.4383013248443604
609	11.607498168945312	3.6703238487243657
611	13.39183044433594	3.6802926063537598
612	8.61463737487793	3.633355855941773
614	19.166664123535156	3.4772558212280273
617	9.056646347045898	2.913353443145752
621	10.674622535705566	3.4769480228424072
627	12.712218284606934	3.122873306274414
636	11.345321655273438	3.4049780785615726
639	6.664560317993164	3.359600305557251
653	11.824029922485352	2.799032688140869
655	17.574934005737305	3.635216474533081
657	10.634593963623047	3.6262435913085938
659	11.181892395019531	3.358759641647339
662	12.03917407989502	4.055298328399658
664	12.921004295349121	3.135096549987793
666	18.606422424316406	3.4751522541046143
669	14.910913467407227	2.9066877365112305
671	11.892378807067871	2.7518131732940674
673	14.973124504089355	1.9129850864410398
676	17.36413408688208	3.0936183333114564
683	15.870162010192873	2.0126969814300537
686	16.41766357421875	3.1022849082946777
690	32.8363151550293	3.550166368484497
694	13.664899826049805	3.667199611663819
697	19.752391815185547	2.0126686096191406
701	13.071802668986795	3.151951453331528
709	20.00777816772461	3.0403828620910645
713	15.417470932006834	3.2981112003326416
717	20.94096565246582	3.4659714698791504
719	20.75263786315918	3.0360031127929688
721	15.196207046508787	2.6606130599975586
723	17.266361236572266	3.2824676036834717
728	14.819085121154785	3.066756248474121
729	9.183141708374023	3.2216532230377197
732	7.8544979095458975	3.508452892303467
734	18.127817153930664	3.3381869792938232
736	8.60855484008789	2.9733612537384033
741	6.695557117462158	1.7362158298492432
747	6.228204250335693	2.041248083114624
758	4.105834007263184	3.2145488262176514
760	10.411338806152344	3.5501437187194824
763	8.926590919494629	3.2914414405822754
774	6.783712863922119	2.0795998573303223
776	11.561413764953613	3.45397686958313
779	6.923076629638672	3.511029005050659
781	9.108272552490234	1.9601984024047854
785	7.47635555267334	1.8285038471221924
795	10.922908782958984	1.6024575233459473
799	14.02614688873291	2.5512607097625732
801	11.59402084350586	3.508543014526367
804	12.957172393798828	2.110762119293213
808	7.58638620376587	2.184152603149414
820	12.701181411743164	1.9262875318527222
824	15.061635971069338	1.8139444589614866
828	7.783452510833739	3.098475217819214
832	14.292830467224121	1.8002506494522097
836	9.198566436767578	1.6314539909362793
845	12.568087577819824	1.6820160150527954
849	9.633996963500977	2.3737969398498535
853	15.37788200378418	3.2480926513671875
856	13.204588890075684	2.5773813724517822
858	13.469359397888184	1.593358039855957
866	8.093622207641602	2.8520052433013916
871	8.49966812133789	2.2196319103240967
873	15.502579689025879	3.3451311588287354
876	8.120309829711914	3.3028721809387207
880	8.180209159851074	2.0078611373901367
885	5.941804885864258	3.160947322845459
895	6.99112606048584	2.2232608795166016
897	8.456452369689941	2.1919667720794678
899	9.353158950805664	3.3078150749206543
911	6.184103965759277	3.2593159675598145
913	10.37446403503418	3.7785301208496094
915	7.650324821472168	2.663074493408203
918	15.68325710296631	2.237400770187378
921	7.446749687194825	3.3471086025238037
923	10.433210372924805	2.1668577194213867
925	14.527426719665527	2.4229369163513184
928	13.480157852172852	3.1309752464294434
931	16.15018653869629	1.763310194015503
934	12.407503128051758	2.159522294998169
937	14.7602596282959	3.153140068054199
945	8.608389854431152	2.2644457817077637
948	11.239486694335938	3.0762856006622314
953	15.491683959960938	3.4105143547058105
957	8.288175582885742	3.29483699798584
960	13.7446870803833	2.2975215911865234
964	9.422621726989746	3.088895082473755
972	10.735433578491211	1.9284801483154297
